intent,utterance
neutral_feedback,i do not know
neutral_feedback,i do not mind for any one
neutral_feedback,i do not mind for whatever
neutral_feedback,i do not mind to choose any one
neutral_feedback,i do not mind to select any one
neutral_feedback,i do not really bother
neutral_feedback,i do not really care
neutral_feedback,i do not really know
neutral_feedback,i do not really mind
neutral_feedback,i do not really mind for any one
neutral_feedback,i do not really mind for anything
neutral_feedback,i do not really mind for whatever
neutral_feedback,i do not really mind to select any one
neutral_feedback,i don't bother
neutral_feedback,i don't care
neutral_feedback,i don't know
neutral_feedback,i don't mind
neutral_feedback,i don't mind for any one
neutral_feedback,i don't mind for anything
neutral_feedback,i don't mind for whatever
neutral_feedback,i don't mind to choose any one
neutral_feedback,i don't mind to select any one
neutral_feedback,i don't really bother
neutral_feedback,i don't really care
neutral_feedback,i don't really know
neutral_feedback,i don't really mind
neutral_feedback,i don't really mind for any one
neutral_feedback,i don't really mind for anything
neutral_feedback,i don't really mind for whatever
neutral_feedback,i don't really mind to choose any one
neutral_feedback,i don't really mind to select any one
neutral_feedback,i have no idea
neutral_feedback,i have no idea about what to choose
neutral_feedback,i have no idea about what to do
neutral_feedback,i have no idea about what to select
neutral_feedback,i have no idea about which to choose
neutral_feedback,i have no idea for what to choose
neutral_feedback,i have no idea for what to do
neutral_feedback,i have no idea for what to select
neutral_feedback,i have no idea for which to choose
neutral_feedback,i have no idea for which to select
neutral_feedback,i have no idea regarding to what to choose
neutral_feedback,i have no idea regarding to what to do
neutral_feedback,i have no idea regarding to what to select
neutral_feedback,i have no idea regarding to which to choose
neutral_feedback,i have no idea regarding to which to select
neutral_feedback,i would not bother
neutral_feedback,i would not care
neutral_feedback,i would not know
neutral_feedback,i would not mind
neutral_feedback,i would not mind for any one
neutral_feedback,i would not mind for whatever
neutral_feedback,i would not mind to select any one
neutral_feedback,i would not really bother
neutral_feedback,i would not really care
neutral_feedback,i would not really know
neutral_feedback,i would not really mind
neutral_feedback,i would not really mind for any one
neutral_feedback,i would not really mind for anything
neutral_feedback,i would not really mind to choose any one
neutral_feedback,i wouldn't bother
neutral_feedback,i wouldn't care
neutral_feedback,i wouldn't know
neutral_feedback,i wouldn't mind
neutral_feedback,i wouldn't mind for any one
neutral_feedback,i wouldn't mind to choose any one
neutral_feedback,i wouldn't mind to select any one
neutral_feedback,i wouldn't really bother
neutral_feedback,i wouldn't really care
neutral_feedback,i wouldn't really know
neutral_feedback,i wouldn't really mind
neutral_feedback,i wouldn't really mind for whatever
neutral_feedback,i wouldn't really mind to select any one
neutral_feedback,it does not matter to me
neutral_feedback,it does not matter with me
neutral_feedback,it does not really matter
neutral_feedback,it does not really matter for me
neutral_feedback,it does not really matter to me
neutral_feedback,it does not really matter with me
neutral_feedback,it doesn't matter
neutral_feedback,it doesn't matter for me
neutral_feedback,it doesn't matter to me
neutral_feedback,it doesn't really matter
neutral_feedback,it doesn't really matter for me
neutral_feedback,it doesn't really matter with me
neutral_feedback,it is of no importance
neutral_feedback,it is of no importance for me
neutral_feedback,it is of no importance to me
neutral_feedback,it is of no importance with me
neutral_feedback,it is unimportant
neutral_feedback,it is unimportant for me
neutral_feedback,it is unimportant to me
neutral_feedback,it is unimportant with me
neutral_feedback,never mind
neutral_feedback,really do not mind
neutral_feedback,really don't mind
neutral_feedback,really i do not mind
neutral_feedback,really i don't mind
neutral_feedback,really i would not mind
neutral_feedback,really i wouldn't mind
neutral_feedback,really would not mind
neutral_feedback,really wouldn't mind
neutral_feedback,that does not matter
neutral_feedback,that does not matter for me
neutral_feedback,that does not matter to me
neutral_feedback,that does not matter with me
neutral_feedback,that does not really matter
neutral_feedback,that does not really matter to me
